title,author,price,ptime,publisher,edition,category1,category2
深度粉销：高转化、高复购的用户运营黄金法则,丁丁,59,2018,人民邮电出版社,平装,经管,策划
重整河山,王志纲工作室,59,2018,北京大学出版社,平装,经管,策划
国际4A广告公司媒介策划基础,朱海松,59,2018,广东经济出版社,平装,经管,策划
能量与文明,瓦茨拉夫·斯米尔,110,2021,后浪丨九州出版社,精装,科技,科普
吴军数学通识讲义,吴军,99,2021,新星出版社,精装,科技,科普
浪潮之巅（第四版）（上下册）,吴军,139,2019,人民邮电出版社,平装,科技,科普
坏血,Carreyrou,49,2019,北京联合出版公司,平装,科技,科普
解密 Instagram,莎拉·弗莱尔,69,2020,中信出版社,平装,科技,科普
信息传,吴军,99,2020,中信出版社,精装,科技,科普
全球科技通史,吴军,88,2019,中信出版集团,精装,科技,科普
智能时代,吴军,88,2019,中信出版集团,精装,科技,科普
必然,凯文·凯利,58,2016,译言·东西文库／电子工业出版社,平装,科技,科普
迷人的材料,马克·米奥多尼克,49,2015,未读·探索家·北京联合出版公司,平装,科技,科普
文明之光,马克·米奥多尼克,49,2015,人民邮电出版社,平装,科技,科普
刷新,萨提亚·纳德拉,58,2018,中信出版集团,精装,科技,科普
信息简史,高博,69,2013,人民邮电出版社,平装,科技,科普
创新者,沃尔特·艾萨克森,88,2017,中信出版社,精装,科技,科普
离线·共生,李婷,68,2021,电子工业出版社,平装,科技,科普
技术的本质,Arthur,62,2014,浙江人民出版社,平装,科技,科普
科技想要什么,熊祥,58,2011,中信出版社,平装,科技,科普
时间的秩序,卡洛·罗韦利,56,2019,湖南科学技术出版社,精装,科技,科普
上帝掷骰子吗,卡洛·罗韦利,56,2019,辽宁教育出版社,精装,科技,科普
人体简史,比尔·布莱森,69,2020,文汇出版社,平装,科技,科普
肠子的小心思,朱莉娅·恩德斯,38,2016,江苏凤凰科学技术出版社,平装,科技,科普
哥德尔、艾舍尔、巴赫,严勇,88,1997,商务印书馆,精装,科技,科普
从一到无穷大,暴永宁,29,2002,科学出版社,平装,科技,科普
鳗鱼的旅行,帕特里克·斯文松,58,2020,湖南文艺出版社&博集天卷,精装,科技,科普
最好的告别,彭小华,54,2015,浙江人民出版社,平装,科技,科普
众病之王,悉达多·穆克吉,42,2013,中信出版社,平装,科技,科普
气候经济与人类未来,比尔·盖茨,68,2021,中信出版集团,平装,科技,科普
哲学家们都干了些什么,林欣浩,52,2015,北京联合出版公司,平装,科技,科普
惊呆了！原来这就是社会学,田中正人,59,2021,南海出版公司,平装,科技,科普
自私的基因,卢允中,68,2012,中信出版社,精装,科技,科普
时间简史,许明贤,45,2010,湖南科学技术出版社,平装,科技,科普
云彩收集者手册,加文·普雷特-平尼,45,2018,译林出版社,精装,科技,科普
平面国,埃德温·A·艾勃特,39,2020,上海文化出版社,平装,科技,科普
About Face 4~ 交互设计精髓,艾伦·库伯,118,2015,电子工出版社,平装,科技,交互设计
简约至上,李松峰,35,2011,人民邮电出版社,平装,科技,交互设计
设计心理学,唐纳德·A·诺曼,168,2015,中信出版社,平装,科技,交互设计
用户体验要素,范晓燕,39,2011,机械工业出版社,平装,科技,交互设计
启示录,七印部落,36,2011,华中科技大学出版社,平装,科技,交互设计
交互设计：原理与方法,顾振宇,88,2016,清华大学出版社,平装,科技,交互设计
点石成金,De Dream,39,2006,机械工业出版社,平装,科技,交互设计
认知与设计,Jeff Johnson,69,2014,人民邮电出版社,平装,科技,交互设计
破茧成蝶,刘津,69,2014,人民邮电出版社,平装,科技,交互设计
Don't Make Me Think,Steve Krug,35,18,New Riders Press,Paperback,科技,交互设计
设计心理学1,唐纳德·A·诺曼,42,2015,中信出版社,平装,科技,交互设计
交互设计沉思录,方舟,49,2012,机械工业出版社华章公司,平装,科技,交互设计
界面设计模式（第2版）,泰德维尔,119,2013,电子工业出版社,平装,科技,交互设计
用户体验的要素,Jesse James Garrett,25,2007,机械工业出版社,平装,科技,交互设计
关键设计报告,比尔·莫格里奇,25,2007,中信出版社,平装,科技,交互设计
为真实的世界设计,维克多·帕帕奈克,88,2012,中信出版社,精装,科技,交互设计
About Face 3 交互设计精髓,Alan Cooper,72,2008,电子工业出版社,16开,科技,交互设计
设计师要懂心理学,徐佳,49,2013,人民邮电出版社,平装,科技,交互设计
行为设计学(打造峰值体验)(精),奇普·希思,49,2013,中信出版社,平装,科技,交互设计
Head First HTML与CSS（第2版）,Robson,98,2013,中国电力出版社,平装,科技,web
JavaScript DOM编程艺术 （第2版）,Jeremy Keith,49,2011,人民邮电出版社,平装,科技,web
深入浅出Node.js,朴灵,69,2013,人民邮电出版社,平装,科技,web
你不知道的JavaScript（上卷）,Kyle Simpson,49,2015,人民邮电出版社,平装,科技,web
Flask Web开发实战,李辉,129,2018,机械工业出版社,平装,科技,web
Web表单设计,卢颐,49,2010,清华大学出版社,平装,科技,web
互联网创业核心技术：构建可伸缩的web应用,Artur Ejsmont,89,2016,电子工业出版社,平装,科技,web
深入分析Java Web技术内幕（修订版）,许令波,79,2014,电子工业出版社,平装,科技,web
Web信息架构(第3版),Peter Morville,79,2014,电子工业出版社,平装,科技,web
写给大家看的设计书（第3版）,苏金国,49,2009,人民邮电出版社,平装,科技,web
CSS权威指南（第三版）,Eric A.Meyer,58,2007,中国电力出版社,平装,科技,web
信息架构,路易斯·罗森菲尔德,128,2016,电子工业出版社,平装,科技,web
深入浅出Vue.js,刘博文,79,2019,人民邮电出版社,平装,科技,web
认知盈余,胡泳,49,2011,中国人民大学出版社,平装,科技,web
Web性能权威指南,Ilya Grigorik,69,2013,人民邮电出版社,平装,科技,web
CSS揭秘,Lea Verou,99,2016,人民邮电出版社,平装,科技,web
图解HTTP,上野宣,49,2014,人民邮电出版社,平装,科技,web
未来是湿的,胡泳,39,2009,中国人民大学出版社,平装,科技,神经网络
大型网站性能优化实战,周涛明,79,2019,电子工业出版社,平装,科技,神经网络
神经网络与深度学习,邱锡鹏,149,2020,机械工业出版社,平装,科技,神经网络
Python神经网络编程,塔里克·拉希德,69,2018,人民邮电出版社,平装,科技,神经网络
深度学习入门,斋藤康毅,59,2018,人民邮电出版社,平装,科技,神经网络
Python深度学习,弗朗索瓦·肖莱,119,2018,人民邮电出版社,平装,科技,神经网络
机器学习实战（原书第2版）,Aurélien Géron,149,2020,机械工业出版社,平装,科技,神经网络
智慧的疆界,周志明,56,2018,机械工业出版社,平装,科技,神经网络
连接组：造就独一无二的你,承现峻,45,2016,清华大学出版社,平装,科技,神经网络
深度学习的数学,涌井良幸,69,2019,人民邮电出版社,平装,科技,神经网络
神经网络设计,Martin T. Hagan,49,2007,机械工业出版社,简裝本,科技,神经网络
意识的宇宙,杰拉尔德·埃德尔曼,27,2004,上海科学技术出版社,平装,科技,神经网络
Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurélien Géron,49,2017,O'Reilly Media,Paperback,科技,神经网络
Neural Networks for Pattern Recognition,Christopher M. Bishop,105,1996,Oxford University Press,Paperback,科技,神经网络
Neural Networks and Deep Learning,Christopher M. Bishop,105,1996,Oxford University Press,Paperback,科技,神经网络
Neural Networks and Learning Machines,Haykin,252,2008,Pearson,Hardcover,科技,神经网络
神经网络设计（原书第2版）,Hagan,99,2017,机械工业出版社,平装,科技,神经网络
神经网络与机器学习,海金,99,2017,机械工业出版社,平装,科技,神经网络
白话机器学习的数学,立石贤吾,59,2020,人民邮电出版社,平装,科技,神经网络
混沌系统的模糊神经网络控制理论与方法,立石贤吾,59,2020,人民邮电出版社,平装,科技,神经网络
神经网络与机器学习（原书第3版）,Simon Haykin,79,2011,机械工业出版社,平装,科技,神经网络
The Computational Brain,Patricia Churchland,87,1992,The MIT Press,Hardcover,科技,神经网络
